StanFunction;Arguments;ReturnType;Documentation;
modified_bessel_first_kind;(int v, real z);real;Return the modified Bessel function of the first kind with order v\napplied to z defined for all z and integer v.\n\begin{equation*}\n\mathrm{modified\_bessel\_first\_kind}(v,z) = I_v(z)\n\end{equation*}\nwhere\n\begin{equation*}\n{I_v}(z) = \left(\frac{1}{2}z\right)^v\sum_{k=0}^\infty \frac{\left(\frac{1}{4}z^2\right)^k}{k!\Gamma(v+k+1)}\n\end{equation*}\n;
modified_bessel_first_kind;(T1 x, T2 y);R;Vectorized implementation of the `modified_bessel_first_kind` function\n;
log_modified_bessel_first_kind;(real v, real z);real;Return the log of the modified Bessel function of the first kind. v does\nnot have to be an integer.\n;
log_modified_bessel_first_kind;(T1 x, T2 y);R;Vectorized implementation of the `log_modified_bessel_first_kind` function\n;
modified_bessel_second_kind;(int v, real z);real;Return the modified Bessel function of the second kind with order v\napplied to z defined for positive z and integer v.\n\begin{equation*}\n\mathrm{modified\_bessel\_second\_kind}(v,z) =\n \begin{cases} K_v(z) &  \text{if } z > 0 \\ \textrm{error} & \text{if } z \leq 0 \end{cases}\n\end{equation*}\nwhere\n\begin{equation*} {K_v}(z) = \frac{\pi}{2}\cdot\frac{I_{-v}(z) - I_{v}(z)}{\sin(v\pi)}\n\end{equation*}\n;
modified_bessel_second_kind;(T1 x, T2 y);R;Vectorized implementation of the `modified_bessel_second_kind` function\n;
falling_factorial;(real x, real n);real;Return the falling factorial of x with power n defined for positive x and real n.\n\begin{equation*}\n\mathrm{falling\_factorial}(x,n) =\n\begin{cases} (x)_n & \text{if } x > 0 \\ \textrm{error} & \text{if } x \leq 0 \end{cases}\n\end{equation*}\nwhere\n\begin{equation*}\n(x)_n=\frac{\Gamma(x+1)}{\Gamma(x-n+1)}\n\end{equation*}\n;
falling_factorial;(T1 x, T2 y);R;Vectorized implementation of the `falling_factorial` function\n;
lchoose;(real x, real y);real;Return the natural logarithm of the generalized binomial coefficient\nof x and y. For non-negative integer inputs, the binomial coefficient\nfunction is written as $\binom{x}{y}$ and pronounced "x choose y."\nThis function generalizes to real numbers using the gamma function.\nFor $0 \leq y \leq x$, \begin{equation*} \mathrm{binomial\_coefficient\_log}(x,y) =\n\log\Gamma(x+1) - \log\Gamma(y+1) - \log\Gamma(x-y+1). \end{equation*}\n;
lchoose;(T1 x, T2 y);R;Vectorized implementation of the `lchoose` function\n;
log_falling_factorial;(real x, real n);real;Return the log of the falling factorial of x with power n defined for\npositive x and real n. \begin{equation*} \mathrm{log\_falling\_factorial}(x,n) =\n\begin{cases} \log (x)_n & \text{if } x > 0 \\ \textrm{error} &\n\text{if } x \leq 0 \end{cases} \end{equation*}\n;
rising_factorial;(real x, int n);real;Return the rising factorial of x with power n defined for positive x and integer n.\n\begin{equation*}\n\mathrm{rising\_factorial}(x,n) = \begin{cases} x^{(n)} & \text{if } x > 0 \\ \textrm{error} & \text{if } x \leq 0 \end{cases}\n\end{equation*}\nwhere\n\begin{equation*} x^{(n)}=\frac{\Gamma(x+n)}{\Gamma(x)} \end{equation*}\n;
rising_factorial;(T1 x, T2 y);R;Vectorized implementation of the `rising_factorial` function\n;
log_rising_factorial;(real x, real n);real;Return the log of the rising factorial of x with power n defined for\npositive x and real n. \begin{equation*} \mathrm{log\_rising\_factorial}(x,n) =\n\begin{cases} \log x^{(n)} & \text{if } x > 0 \\ \textrm{error} &\n\text{if } x \leq 0 \end{cases} \end{equation*}\n;
log_rising_factorial;(T1 x, T2 y);R;Vectorized implementation of the `log_rising_factorial` function\n;
expm1;(T x);R;The natural exponential of x minus 1\n;
fma;(real x, real y, real z);real;Return z plus the result of x multiplied by y. \begin{equation*} \text{fma}(x,y,z) =\n(x \times y) + z \end{equation*}\n;
ldexp;(real x, int y);real;Return the product of x and two raised to the y power. \begin{equation*}\n\text{ldexp}(x,y) = x 2^y  \end{equation*}\n;
ldexp;(T1 x, T2 y);R;Vectorized implementation of the `ldexp` function\n;
lmultiply;(real x, real y);real;Return the product of x and the natural logarithm of y. \begin{equation*}\n\text{lmultiply}(x,y) = \begin{cases} 0 & \text{if } x = y = 0 \\ x\n\log y & \text{if } x, y \neq 0 \\ \text{NaN} & \text{otherwise}\n\end{cases} \end{equation*}\n;
lmultiply;(T1 x, T2 y);R;Vectorized implementation of the `lmultiply` function\n;
log1p;(T x);R;The natural logarithm of 1 plus x\n;
log1m;(T x);R;The natural logarithm of 1 minus x\n;
log1p_exp;(T x);R;The natural logarithm of one plus the natural exponentiation of x\n;
log1m_exp;(T x);R;The logarithm of one minus the natural exponentiation of x\n;
log_diff_exp;(real x, real y);real;Return the natural logarithm of the difference of the natural\nexponentiation of x and the natural exponentiation of y. \begin{equation*}\n\mathrm{log\_diff\_exp}(x,y) = \begin{cases} \log(\exp(x)-\exp(y)) &\n\text{if } x > y \\[6pt] \textrm{NaN} & \text{otherwise} \end{cases}\n\end{equation*}\n;
log_diff_exp;(T1 x, T2 y);R;Vectorized implementation of the `log_diff_exp` function\n;
log_mix;(real theta, real lp1, real lp2);real;Return the log mixture of the log densities lp1 and lp2 with mixing\nproportion theta, defined by \begin{eqnarray*}\n\mathrm{log\_mix}(\theta, \lambda_1, \lambda_2) & = & \log \!\left(\n\theta \exp(\lambda_1) + \left( 1 - \theta \right) \exp(\lambda_2)\n\right) \\[3pt] & = & \mathrm{log\_sum\_exp}\!\left(\log(\theta) +\n\lambda_1, \ \log(1 - \theta) + \lambda_2\right). \end{eqnarray*}\n;
log_mix;(T1 theta, T2 lp1, T3 lp2);R;Vectorized implementation of the `log_mix` function\n;
log_sum_exp;(T1 x, T2 y);R;Return the natural logarithm of the sum of the natural exponentiation\nof x and the natural exponentiation of y. \begin{equation*}\n\mathrm{log\_sum\_exp}(x,y) = \log(\exp(x)+\exp(y)) \end{equation*}\n;
log_inv_logit;(T x);R;The natural logarithm of the inverse logit function of x\n;
log_inv_logit_diff;(T1 x, T2 y);R;The natural logarithm of the difference of the inverse logit function of x and the inverse logit function of y\n;
log1m_inv_logit;(T x);R;The natural logarithm of 1 minus the inverse logit function of x\n;
lambert_w0;(reals x);R;Implementation of the $W_0$ branch of the Lambert W function, i.e., solution to the function $W_0(x) \exp^{ W_0(x)} = x$\n;
lambert_wm1;(T x);R;Implementation of the $W_{-1}$ branch of the Lambert W function, i.e., solution to the function $W_{-1}(x) \exp^{W_{-1}(x)} = x$\n;
multinomial;~;real;Increment target log probability density with `multinomial_lupmf(y | theta)`.;
multinomial_lpmf;(array[] int y | vector theta);real;The log multinomial probability mass function with outcome array `y`\nof size $K$ given the $K$-simplex distribution parameter theta and\n(implicit) total count `N = sum(y)`\n;
multinomial_lupmf;(array[] int y | vector theta);real;The log multinomial probability mass function with outcome array `y`\nof size $K$ given the $K$-simplex distribution parameter theta and\n(implicit) total count `N = sum(y)` dropping constant additive terms\n;
multinomial_rng;(vector theta, int N);array[] int;Generate a multinomial variate with simplex distribution parameter\ntheta and total count $N$ may only be used in transformed data and\ngenerated quantities blocks\n;
multinomial_logit;~;real;Increment target log probability density with `multinomial_logit_lupmf(y | gamma)`.;
multinomial_logit_lpmf;(array[] int y | vector gamma);real;The log multinomial probability mass function with outcome array `y`\nof size $K$ given the log $K$-simplex distribution parameter $\gamma$ and\n(implicit) total count `N = sum(y)`\n;
multinomial_logit_lupmf;(array[] int y | vector gamma);real;The log multinomial probability mass function with outcome array `y`\nof size $K$ given the log $K$-simplex distribution parameter $\gamma$ and (implicit) total count `N = sum(y)` dropping constant additive\nterms\n;
multinomial_logit_rng;(vector gamma, int N);array[] int;Generate a variate from a multinomial distribution with probabilities\n`softmax(gamma)` and total count `N` may only be used in transformed data and\ngenerated quantities blocks.\n;
dirichlet_multinomial;~;real;Increment target log probability density with `dirichlet_multinomial_lupmf(y | alpha)`.;
dirichlet_multinomial_lpmf;(array[] int y | vector alpha);real;The log multinomial probability mass function with outcome array `y`\nwith $K$ elements given the positive $K$-vector distribution parameter `alpha` and\n(implicit) total count `N = sum(y)`.\n;
dirichlet_multinomial_lupmf;(array[] int y | vector alpha);real;The log multinomial probability mass function with outcome array `y`\nwith $K$ elements, given the positive $K$-vector distribution parameter `alpha` and\n(implicit) total count `N = sum(y)` dropping constant additive terms.\n;
dirichlet_multinomial_rng;(vector alpha, int N);array[] int;Generate a multinomial variate with positive vector distribution parameter\n`alpha` and total count `N` may only be used in transformed data and\ngenerated quantities blocks. This is equivalent to `multinomial_rng(dirichlet_rng(alpha), N)`.\n;
normal;~;real;Increment target log probability density with `normal_lupdf(y | mu, sigma)`.;
normal_lpdf;(reals y | reals mu, reals sigma);real;The log of the normal density of y given location mu and scale sigma\n;
normal_lupdf;(reals y | reals mu, reals sigma);real;The log of the normal density of y given location mu and scale sigma dropping\nconstant additive terms.\n;
normal_cdf;(reals y | reals mu, reals sigma);real;The cumulative normal distribution of y given location mu and scale\nsigma normal_cdf will underflow to 0 for $\frac{{y}-{\mu}}{{\sigma}}$\nbelow -37.5 and overflow to 1 for $\frac{{y}-{\mu}}{{\sigma}}$ above\n8.25 the function `Phi_approx` is more robust in the tails, but must\nbe scaled and translated for anything other than a standard normal.\n;
normal_lcdf;(reals y | reals mu, reals sigma);real;The log of the cumulative normal distribution of y given location mu\nand scale sigma normal_lcdf will underflow to $-\infty$ for\n$\frac{{y}-{\mu}}{{\sigma}}$ below -37.5 and overflow to 0 for\n$\frac{{y}-{\mu}}{{\sigma}}$ above 8.25 `log(Phi_approx(...))` is more\nrobust in the tails, but must be scaled and translated for anything other\nthan a standard normal.\n;
normal_lccdf;(reals y | reals mu, reals sigma);real;The log of the complementary cumulative normal distribution of y given\nlocation mu and scale sigma normal_lccdf will overflow to 0 for\n$\frac{{y}-{\mu}}{{\sigma}}$ below -37.5 and underflow to $-\infty$\nfor $\frac{{y}-{\mu}}{{\sigma}}$ above 8.25 `log1m(Phi_approx(...))` is\nmore robust in the tails, but must be scaled and translated for anything\nother than a standard normal.\n;
normal_rng;(reals mu, reals sigma);R;Generate a normal variate with location mu and scale sigma may only\nbe used in transformed data and generated quantities blocks.\nFor a description of argument and return types, see section\n[vectorized PRNG functions](conventions_for_probability_functions.qmd#prng-vectorization).\n;
std_normal;~;real;Increment target log probability density with `std_normal_lupdf(y)`.;
std_normal_lpdf;(reals y);real;The standard normal (location zero, scale one) log probability density\nof y.\n;
std_normal_lupdf;(reals y);real;The standard normal (location zero, scale one) log probability density\nof y dropping constant additive terms.\n;
std_normal_cdf;(reals y);real;The cumulative standard normal distribution of y std_normal_cdf will\nunderflow to 0 for $y$ below -37.5 and overflow to 1 for $y$ above 8.25\nthe function `Phi_approx` is more robust in the tails.\n;
std_normal_lcdf;(reals y);real;The log of the cumulative standard normal distribution of y std_normal_lcdf\nwill underflow to $-\infty$ for $y$ below -37.5 and overflow to 0 for $y$\nabove 8.25 `log(Phi_approx(...))` is more robust in the tails.\n;
std_normal_lccdf;(reals y);real;The log of the complementary cumulative standard normal distribution of y\nstd_normal_lccdf will overflow to 0 for $y$ below -37.5 and underflow to\n$-\infty$ for $y$ above 8.25 `log1m(Phi_approx(...))` is more robust in the\ntails.\n;
std_normal_qf;(T x);R;Returns the value of the inverse standard normal cdf $\Phi^{-1}$ at the\nspecified quantile `x`. The `std_normal_qf` is equivalent to the\n`inv_Phi` function.\n;
std_normal_log_qf;(T x);R;Return the value of the inverse standard normal cdf $\Phi^{-1}$ evaluated\nat the log of the specified quantile `x`. This function is equivalent to\n`std_normal_qf(exp(x))` but is more numerically stable.\n;
std_normal_rng;();real;Generate a normal variate with location zero and scale one may only\nbe used in transformed data and generated quantities blocks.\n;
normal_id_glm;~;real;Increment target log probability density with `normal_id_glm_lupdf(y | x, alpha, beta, sigma)`.;
normal_id_glm_lpdf;(real y | matrix x, real alpha, vector beta, real sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma`.\n;
normal_id_glm_lupdf;(real y | matrix x, real alpha, vector beta, real sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma` dropping constant additive terms.\n;
normal_id_glm_lpdf;(real y | matrix x, vector alpha, vector beta, real sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma`.\n;
normal_id_glm_lupdf;(real y | matrix x, vector alpha, vector beta, real sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma` dropping constant additive terms.\n;
normal_id_glm_lpdf;(real y | matrix x, real alpha, vector beta, vector sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma`.\n;
normal_id_glm_lupdf;(real y | matrix x, real alpha, vector beta, vector sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma` dropping constant additive terms.\n;
normal_id_glm_lpdf;(real y | matrix x, vector alpha, vector beta, vector sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma`.\n;
normal_id_glm_lupdf;(real y | matrix x, vector alpha, vector beta, vector sigma);real;The log normal probability density of `y` given location `alpha + x * beta`\nand scale `sigma` dropping constant additive terms.\n;
